draw_date,category,market,round,field,result,digits,payout,is_placeholder,source_url,scraped_at
16 April 2026,yeekee_vip,จับยี่กี VIP,82,2ตัวล่าง,xx,,90,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,82,3ตัวบน,xxx,,750,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,83,2ตัวล่าง,xx,,90,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,83,3ตัวบน,xxx,,750,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,84,2ตัวล่าง,xx,,90,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,84,3ตัวบน,xxx,,750,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,85,2ตัวล่าง,xx,,90,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,85,3ตัวบน,xxx,,750,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,86,2ตัวล่าง,xx,,90,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,86,3ตัวบน,xxx,,750,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,87,2ตัวล่าง,xx,,90,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,87,3ตัวบน,xxx,,750,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,88,2ตัวล่าง,xx,,90,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,88,3ตัวบน,xxx,,750,1,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,9,2ตัวล่าง,13,13,90,0,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
16 April 2026,yeekee_vip,จับยี่กี VIP,9,3ตัวบน,754,754,750,0,https://www.ruay.org/login,2026-04-16T11:56:35+07:00
